,Accuracy,F1 Score,ROC-AUC Score,PR-AUC Score
SMOTE,0.7946666666666666,0.5202492211838006,0.7635300342165973,0.5236973491171678
SVMSMOTE,0.7941666666666667,0.5248172373989997,0.7635300342165973,0.5236973491171678
ADASYN,0.7865,0.5055962948668467,0.7635300342165973,0.5236973491171678
